order_id,week,comment
GC-104036,5,Quality went downhill and I'm done with it. Never again.
GC-102520,1,Quality went downhill and I'm done with it. Never again.
GC-100453,6,The recipes got really repetitive and boring after a while.
GC-111742,7,Portions were small and the seasoning was bland. Disappointed.
GC-109987,4,Packaging waste was excessive and it's not worth the price.
GC-108106,3,cancel
GC-107310,7,Found a cheaper service that I like better.
GC-105000,1,done
GC-104679,8,Packaging waste was excessive and it's not worth the price.
GC-103503,8,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Will resubscribe when things settle.
GC-110703,8,Overpriced compared to just buying groceries myself.
GC-105647,8,Traveling for work for the next two months so I have to pause. The meals were fantastic. Will resubscribe when things settle.
GC-100545,2,"The food quality is great, just need to cut back on spending until my finances recover. Will resubscribe when things settle."
GC-111789,6,The meals just weren't very tasty. Cancelling for good.
GC-103515,4,Packaging waste was excessive and it's not worth the price.
GC-113931,4,Packaging waste was excessive and it's not worth the price.
GC-101172,5,Found a cheaper service that I like better.
GC-100446,7,Quality went downhill and I'm done with it. Never again.
GC-113812,5,Found a cheaper service that I like better.
GC-112210,3,"The food quality is great, just need to cut back on spending until my finances recover. Hope to be back soon!"
GC-100775,8,Way too expensive for what you get. Not worth it.
GC-112592,1,The meals just weren't very tasty. Cancelling for good.
GC-113384,1,Overpriced compared to just buying groceries myself.
GC-108636,5,The recipes got really repetitive and boring after a while.
GC-110874,3,The meals just weren't very tasty. Cancelling for good.
GC-105994,3,"Too many ingredients to prep, more work than it's worth."
GC-114058,3,Quality went downhill and I'm done with it. Never again.
GC-102112,1,Quality went downhill and I'm done with it. Never again.
GC-101976,1,Found a cheaper service that I like better.
GC-104497,2,.
GC-107335,8,Packaging waste was excessive and it's not worth the price.
GC-109905,2,Packaging waste was excessive and it's not worth the price.
GC-106804,5,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Looking forward to returning.
GC-108027,4,Packaging waste was excessive and it's not worth the price.
GC-111713,2,Found a cheaper service that I like better.
GC-105983,8,stop
GC-111870,7,The meals just weren't very tasty. Cancelling for good.
GC-104309,6,The recipes got really repetitive and boring after a while.
GC-109526,7,Packaging waste was excessive and it's not worth the price.
GC-111642,3,"The food quality is great, just need to cut back on spending until my finances recover. Looking forward to returning."
GC-112116,5,Way too expensive for what you get. Not worth it.
GC-112574,7,Overpriced compared to just buying groceries myself.
GC-107541,6,Packaging waste was excessive and it's not worth the price.
GC-109171,4,Quality went downhill and I'm done with it. Never again.
GC-107617,2,"Too many ingredients to prep, more work than it's worth."
GC-108794,3,"Too many ingredients to prep, more work than it's worth."
GC-105359,8,no
GC-101191,8,Money's tight after some unexpected bills. The recipes are wonderful though. Hope to be back soon!
GC-103078,7,Portions were small and the seasoning was bland. Disappointed.
GC-103494,7,no comment
GC-102248,1,The recipes got really repetitive and boring after a while.
GC-101544,1,Found a cheaper service that I like better.
GC-105124,5,Portions were small and the seasoning was bland. Disappointed.
GC-108182,7,The recipes got really repetitive and boring after a while.
GC-101323,4,Portions were small and the seasoning was bland. Disappointed.
GC-103149,6,Overpriced compared to just buying groceries myself.
GC-101218,3,Quality went downhill and I'm done with it. Never again.
GC-112290,3,Honestly just not impressed with the food quality.
GC-112762,3,Overpriced compared to just buying groceries myself.
GC-113461,6,Quality went downhill and I'm done with it. Never again.
GC-106412,5,Overpriced compared to just buying groceries myself.
GC-107446,7,Way too expensive for what you get. Not worth it.
GC-101258,3,Found a cheaper service that I like better.
GC-110581,6,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-109863,8,Found a cheaper service that I like better.
GC-108728,1,Portions were small and the seasoning was bland. Disappointed.
GC-101051,4,Quality went downhill and I'm done with it. Never again.
GC-105703,8,"The food quality is great, just need to cut back on spending until my finances recover. Will resubscribe when things settle."
GC-108171,4,Portions were small and the seasoning was bland. Disappointed.
GC-100049,2,Found a cheaper service that I like better.
GC-105636,5,Quality went downhill and I'm done with it. Never again.
GC-105715,4,n/a
GC-107576,1,Overpriced compared to just buying groceries myself.
GC-102146,3,Portions were small and the seasoning was bland. Disappointed.
GC-101279,8,Overpriced compared to just buying groceries myself.
GC-101138,3,Found a cheaper service that I like better.
GC-102560,1,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. I'll come back once I can.
GC-100317,6,Packaging waste was excessive and it's not worth the price.
GC-106803,4,"Too many ingredients to prep, more work than it's worth."
GC-105138,3,Way too expensive for what you get. Not worth it.
GC-104358,7,Quality went downhill and I'm done with it. Never again.
GC-108857,2,.
GC-100195,4,The recipes got really repetitive and boring after a while.
GC-105178,3,Going through some personal stuff right now and need to step back for now. Loved the meals. Hope to be back soon!
GC-105044,5,The recipes got really repetitive and boring after a while.
GC-102880,1,Overpriced compared to just buying groceries myself.
GC-110741,6,Quality went downhill and I'm done with it. Never again.
GC-107968,1,done
GC-109262,7,Portions were small and the seasoning was bland. Disappointed.
GC-112750,7,The meals just weren't very tasty. Cancelling for good.
GC-100537,2,Overpriced compared to just buying groceries myself.
GC-112472,1,The recipes got really repetitive and boring after a while.
GC-103025,2,Honestly just not impressed with the food quality.
GC-109200,1,Portions were small and the seasoning was bland. Disappointed.
GC-111139,4,Way too expensive for what you get. Not worth it.
GC-112777,2,"Too many ingredients to prep, more work than it's worth."
GC-104462,7,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. I'll come back once I can.
GC-106985,2,Honestly just not impressed with the food quality.
GC-112614,7,Packaging waste was excessive and it's not worth the price.
GC-111028,5,Way too expensive for what you get. Not worth it.
GC-113430,7,"The food quality is great, just need to cut back on spending until my finances recover. Hope to be back soon!"
GC-113485,6,Money's tight after some unexpected bills. The recipes are wonderful though. Looking forward to returning.
GC-110977,2,I absolutely love these meals but money is really tight right now and I can't afford it this month. Will resubscribe when things settle.
GC-106812,5,Portions were small and the seasoning was bland. Disappointed.
GC-102681,2,"Too many ingredients to prep, more work than it's worth."
GC-105456,1,Way too expensive for what you get. Not worth it.
GC-102439,8,"Too many ingredients to prep, more work than it's worth."
GC-103772,5,The recipes got really repetitive and boring after a while.
GC-102663,8,Found a cheaper service that I like better.
GC-110177,2,Found a cheaper service that I like better.
GC-100429,6,Money's tight after some unexpected bills. The recipes are wonderful though. Hope to be back soon!
GC-100555,4,I absolutely love these meals but money is really tight right now and I can't afford it this month. Hope to be back soon!
GC-109988,5,Quality went downhill and I'm done with it. Never again.
GC-103970,3,Portions were small and the seasoning was bland. Disappointed.
GC-105051,4,Out of town for work for a while. Loved the variety and seasoning.
